Model,Price,Brand,Mileage,Year,Fuel
Civic   VTi 1.8 i-VTEC,1680000,Honda,179583,2007,Petrol
Sirius   S80 Grand 1.5,2550000,FAW,116000,2015,Petrol
City   i-DSI,1550000,Honda,3,2006,Petrol
City   i-DSI,16250000,Honda,125000,2004,Petrol
Stella   CUSTOM,1840000,Subaru,86500,2012,Petrol
Dayz,35950000,Nissan,15000,2020,Petrol
Hilux   Vigo Champ G,6250000,Toyota,200000,2013,Diesel
Benz GLB Class   GLB 200 7-seater,2400000,Mercedes,15713,2021,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,4850000,Honda,92000,2016,Petrol
Prius   S,8250000,Toyota,52000,2017,Hybrid
Cultus   Auto Gear Shift,340000,Suzuki,14500,2022,Petrol
City 5th Generation  Aspire Prosmatec 1.5 i-VTEC,4170000,Honda,37000,2019,Petrol
Sportage   Alpha,660000,KIA,23000,2022,Petrol
Tucson   AWD A/T Ultimate,80850000,Hyundai,36000,2021,Petrol
Clipper,33650000,Nissan,70000,2017,Petrol
Prius   G LED Edition 1.8,3750000,Toyota,131000,2012,Hybrid
Fortuner   Legender,21200000,Toyota,25,2023,Diesel
Mira   L SA,210000,Daihatsu,97000,2013,Petrol
Potohar   Basegrade,1030000,Suzuki,1000000,2000,Petrol
Vitz   F 1.0,1410000,Toyota,199999,2002,Petrol
Passo   G 1.0,1880000,Toyota,200000,2008,Petrol
City   i-DSI,17250000,Honda,149600,2006,Petrol
Civic Reborn  VTi Prosmatec 1.8 i-VTEC,240000,Honda,198000,2009,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,3390000,Honda,118000,2017,Petrol
Corolla   XLi VVTi,380000,Toyota,160000,2016,Petrol
Corolla   Altis Automatic 1.6,4250000,Toyota,94000,2017,Petrol
Alto   VXL AGS,2750000,Suzuki,37000,2021,Petrol
Terios Kid   Custom L,17650000,Daihatsu,116000,2008,Petrol
City 5th Generation  1.3 i-VTEC,3630000,Honda,75000,2018,Petrol
Corolla   Altis Grande CVT-i 1.8,3650000,Toyota,75000,2015,Petrol
Khyber   GA,3950000,Suzuki,237000,1989,Petrol
Corolla   2.0D Saloon SR,230000,Toyota,118000,2009,Diesel
Sportage   Alpha,6750000,KIA,34500,2021,Petrol
Corolla 9th Generation  2.0D Saloon,250000,Toyota,152334,2005,Diesel
Vigus,520000,JMC,150000,2013,Diesel
Alto   VXR,9250000,Suzuki,130000,2012,Petrol
Civic Reborn  VTi Oriel 1.8 i-VTEC,1880000,Honda,185000,2007,Petrol
Corolla   Altis Grande CVT-i 1.8,59150000,Toyota,59500,2019,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,3990000,Honda,48940,2019,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,750000,Toyota,33000,2022,Petrol
Glory 580   Pro,5590000,DFSK,25000,2021,Petrol
HS   1.5 Turbo,77650000,MG,306,2022,Petrol
Corolla   GLi 1.3 VVTi,38250000,Toyota,67000,2017,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,75650000,Toyota,9000,2022,Petrol
Sportage   Alpha,69750000,KIA,14000,2022,Petrol
Sportage   AWD,80850000,KIA,12000,2022,Petrol
Prado   TZ 3.4,500000,Toyota,168000,2000,Petrol
Civic   Oriel 1.8 i-VTEC CVT,550000,Honda,40000,2019,Petrol
Aqua   G,350000,Toyota,137734,2012,Hybrid
Saga   1.3L Ace A/T,3150000,Proton,16400,2022,Petrol
Moco   X Idling Stop Aero Style,21250000,Nissan,85000,2014,Petrol
Crown   Royal Saloon,5850000,Toyota,183000,2004,Petrol
Cultus   VXRi,1160000,Suzuki,132000,2010,Petrol
Corolla Indus  SE Limited,1380000,Toyota,158000,1994,Petrol
Corolla   GLi Automatic 1.3 VVTi,500000,Toyota,101000,2019,Petrol
Mehran   VXR Euro II,950000,Suzuki,100000,2016,Petrol
City   i-DSI,19750000,Honda,50000,2008,Petrol
Civic Reborn  VTi Oriel 1.8 i-VTEC,200000,Honda,264000,2006,Petrol
Vezel   Hybrid X,520000,Honda,114000,2015,Hybrid
Corolla   XLi VVTi,2050000,Toyota,144444,2009,Petrol
Civic   EXi,1550000,Honda,100000,2005,Petrol
Vezel   Hybrid Z,500000,Honda,74000,2015,Hybrid
Wagon R   VXR,2720000,Suzuki,15000,2022,Petrol
F 150,26500000,Ford,35000,2017,Petrol
Mira   L,2550000,Daihatsu,81000,2015,Petrol
Corolla   GLi 1.3 VVTi,470000,Toyota,48000,2020,Petrol
Vitz   U 1.0,19950000,Toyota,75000,2010,Petrol
City   EXi S Automatic,90000,Honda,1,2002,Petrol
City   1.3 i-VTEC Prosmatec,330000,Honda,58000,2016,Petrol
Cultus   VXRi,9520000,Suzuki,88000,2008,Petrol
Bolan   VX Euro II,13450000,Suzuki,29000,2018,Petrol
City   1.3 i-VTEC,38250000,Honda,65000,2019,Petrol
Allion   A15 G Package,32750000,Toyota,86000,2007,Petrol
Vitz   F 1.0,220000,Toyota,100000,2009,Petrol
Mehran   VX Euro II,1280000,Suzuki,49000,2017,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,2280000,Honda,170000,2009,Petrol
Wagon R   VXR,2690000,Suzuki,29500,2021,Petrol
Raize   Z,6450000,Toyota,33000,2020,Petrol
Insight   EX,980000,Honda,48000,2019,Hybrid
Alsvin   1.5L DCT Lumiere,36950000,Changan,17000,2021,Petrol
City 5th Generation  1.3 i-VTEC,3280000,Honda,118888,2017,Petrol
Mehran   VXR Euro II,13250000,Suzuki,103000,2016,Petrol
Hijet,1450000,Daihatsu,200000,2017,Petrol
Mehran   VX Euro II,11750000,Suzuki,50000,2016,Petrol
Civic   VTi Oriel 1.8 i-VTEC,1950000,Honda,82000,2007,Petrol
Cultus   EURO II,1350000,Suzuki,100000,2013,Petrol
Surf   SSR-X 2.7,370000,Toyota,270000,2000,Petrol
Khyber   Limited Edition,450000,Suzuki,80000,1996,Petrol
Swift   DLX Automatic 1.3 Navigation,32750000,Suzuki,20000,2021,Petrol
Mehran   VX,660000,Suzuki,72000,2011,Petrol
Mira   L,320000,Daihatsu,62000,2017,Petrol
Yaris   ATIV X CVT 1.5,44750000,Toyota,38000,2020,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,26250000,Honda,163000,2010,Petrol
Hilux   Vigo Champ G,5950000,Toyota,98756,2013,Diesel
Civic   1.8 i-VTEC CVT,500000,Honda,47000,2018,Petrol
Alto   VX (CNG),1270000,Suzuki,149000,2012,Petrol
Mehran   VX Euro II,11350000,Suzuki,56800,2016,Petrol
Civic   Oriel 1.8 i-VTEC CVT,550000,Honda,23000,2018,Petrol
Corolla 9th Generation  XLi,1650000,Toyota,300000,2007,Petrol
City   i-DSI,1630000,Honda,220000,2006,Petrol
Vitz   F 1.0,1850000,Toyota,130000,2008,Petrol
Civic   Oriel 1.8 i-VTEC CVT,710000,Honda,9000,2021,Petrol
Cultus   VXL,320000,Suzuki,81000,2020,Petrol
Cultus   VXRi,1080000,Suzuki,80000,2007,Petrol
Civic   VTi Prosmatec 1.8 i-VTEC,200000,Honda,124000,2007,Petrol
City 5th Generation  1.3 i-VTEC,23250000,Honda,198000,2011,Petrol
Corolla   XLi VVTi,210000,Toyota,145000,2011,Petrol
Wagon R   VXL,2450000,Suzuki,44000,2017,Petrol
Corolla Indus  XE,1050000,Toyota,600000,1998,Petrol
Fortuner   GR-S,23500000,Toyota,5000,2023,Diesel
Revo,13800000,Adam,30000,2022,Diesel
Corolla   Altis Grande CVT-i 1.8,36850000,Toyota,105000,2014,Petrol
Hilux   Revo V Automatic 2.8,10400000,Toyota,58000,2019,Diesel
Corolla   Altis X Automatic 1.6,580000,Toyota,35200,2022,Petrol
Hilux   Double Cab,390000,Toyota,260000,2004,Diesel
Mira   L,3750000,Daihatsu,200,2020,Petrol
Every,23750000,Suzuki,70000,2017,Petrol
Benz C Class   C180,280000,Mercedes,150000,2006,Petrol
Corolla 9th Generation  Altis Automatic 1.8,170000,Toyota,150000,2005,Petrol
Alto   VXR,240000,Suzuki,50000,2021,Petrol
Corolla   Altis Automatic 1.8,2350000,Toyota,160000,2007,Petrol
City,1560000,Honda,253000,2003,Petrol
Wagon R   VXR,2350000,Suzuki,93000,2018,Petrol
Corolla   XLi VVTi,19650000,Toyota,340000,2010,Petrol
Swift   DLX 1.3,1850000,Suzuki,160000,2013,Petrol
Prius,4350000,Toyota,40000,2012,Hybrid
Khyber   GA,6850000,Suzuki,180000,1995,Petrol
City 5th Generation  1.3 i-VTEC,300000,Honda,200000,2015,Petrol
Cultus   VXR,560000,Suzuki,50000,2003,Petrol
Vamos,160000,Honda,100000,2019,Petrol
Sportage   AWD,6950000,KIA,87500,2020,Petrol
Passo   X L Package S,35250000,Toyota,96000,2016,Petrol
Taft   X Turbo,4280000,Daihatsu,7000,2020,Hybrid
Bolan   VX Euro II,130000,Suzuki,85000,2017,Petrol
Terios Kid,250000,Daihatsu,178,2010,Petrol
Mira   X,290000,Daihatsu,44000,2018,Petrol
Mehran   VXR Euro II,980000,Suzuki,85000,2014,Petrol
Move,1990000,Daihatsu,78900,2014,Petrol
Cultus   VXR (CNG),870000,Suzuki,80000,2007,Petrol
Corolla   Altis Automatic 1.6,6350000,Toyota,8000,2022,Petrol
Vezel   Hybrid X L Package,4390000,Honda,98000,2014,Petrol
Benz CLA Class   CLA180,91750000,Mercedes,90000,2013,Petrol
Corolla   Altis X Automatic 1.6 Special Edition,6750000,Toyota,15000,2022,Petrol
Hilux   Revo V Automatic 2.8,14200000,Toyota,15000,2022,Diesel
Corolla   GLi Limited Edition 1.3 VVTi,2980000,Toyota,112000,2013,Petrol
Yaris   ATIV X CVT 1.5,470000,Toyota,15000,2021,Petrol
Corolla   Altis Automatic 1.6,450000,Toyota,70000,2017,Petrol
HS   1.5 Turbo,86950000,MG,10,2023,Petrol
Wagon R   Hybrid FX,3750000,Suzuki,13000,2019,Hybrid
EK X   Sports,390000,Mitsubishi,8000,2020,Petrol
Sienta,58250000,Toyota,60000,2017,Hybrid
City   1.3 i-VTEC Prosmatec,38750000,Honda,55395,2019,Petrol
Vezel   e-HEV Z,13200000,Honda,9500,2021,Hybrid
Corolla   GLi 1.3 VVTi,3720000,Toyota,83000,2016,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,450000,Honda,120000,2016,Petrol
Yaris   ATIV X CVT 1.5,440000,Toyota,41000,2021,Petrol
Revo,14500000,Adam,10000,2022,Diesel
Jimny,430000,Suzuki,85000,2012,Petrol
Corolla   Altis X Automatic 1.6,650000,Toyota,16000,2021,Petrol
Corolla   Altis Automatic 1.6,390000,Toyota,89000,2015,Petrol
Move   Custom X Limited,22750000,Daihatsu,78000,2014,Petrol
City   i-DSI Vario,1450000,Honda,168000,2004,Petrol
Cultus   VXR,5950000,Suzuki,1,2001,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,3350000,Honda,93000,2013,Petrol
Cultus   VXR,770000,Suzuki,68000,2005,Petrol
Cultus   Auto Gear Shift,300000,Suzuki,75000,2019,Petrol
Cultus   VXRi (CNG),1250000,Suzuki,8500,2009,Petrol
Civic   Oriel 1.8 i-VTEC CVT,610000,Honda,50500,2019,Petrol
Lancer,310000,Mitsubishi,44556,1993,Petrol
Mehran   VXR Euro II,13250000,Suzuki,30008,2017,Petrol
Mehran   VXR Euro II,12750000,Suzuki,46000,2017,Petrol
Mira   G SA,250000,Daihatsu,81000,2014,Petrol
Vitz   F Smile Edition 1.0,230000,Toyota,76000,2011,Petrol
Corolla   Altis Automatic 1.6,5470000,Toyota,33000,2019,Petrol
City   EXi,980000,Honda,100800,2003,Petrol
Wagon R   VXL,3250000,Suzuki,22850,2022,Petrol
C-HR   G-LED,78850000,Toyota,35000,2017,Hybrid
Corolla   Altis X Automatic 1.6,5950000,Toyota,35000,2022,Petrol
City   1.3 i-VTEC,25350000,Honda,97000,2011,Petrol
Vezel   Hybrid Z,870000,Honda,64000,2018,Hybrid
City 5th Generation  1.3 i-VTEC,32250000,Honda,49000,2017,Petrol
C-HR   G-LED,910000,Toyota,44000,2018,Hybrid
Mira   L,3550000,Daihatsu,14000,2020,Petrol
Fortuner   2.7 G,14100000,Toyota,7452,2022,Petrol
City 5th Generation  1.3 i-VTEC,33950000,Honda,86000,2018,Petrol
City 6th Generation  1.2L M/T,4250000,Honda,35000,2021,Petrol
Alto   L,3450000,Suzuki,79652,2019,Petrol
Alto   X,3550000,Suzuki,45744,2019,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,3750000,Honda,50000,2014,Petrol
Bolan   VX (CNG),850000,Suzuki,14900,2007,Petrol
Sportage   2.0 LX 4x4,2250000,KIA,178500,2003,Diesel
HS   Trophy,7150000,MG,30000,2021,Petrol
Corolla   GLi 1.3 VVTi,3520000,Toyota,95000,2015,Petrol
Corolla   Altis SR Cruisetronic 1.6,3250000,Toyota,120000,2011,Petrol
Mehran   VX Euro II,100000,Suzuki,93000,2016,Petrol
Wagon R   VXL,2240000,Suzuki,58000,2018,Petrol
Vitz   F Safety 1.0,420000,Toyota,80000,2018,Petrol
Corolla   GLi Automatic 1.3 VVTi,4450000,Toyota,6000,2016,Petrol
Corolla   GLi 1.3 VVTi,2580000,Toyota,129000,2014,Petrol
Prius,350000,Toyota,100000,2011,Hybrid
BR-V   i-VTEC,510000,Honda,24000,2018,Petrol
Moco,1650000,Nissan,196000,2008,Petrol
City 5th Generation  1.3 i-VTEC,31750000,Honda,91000,2017,Petrol
Corolla   GLi Automatic 1.3 VVTi,280000,Toyota,54800,2017,Petrol
Corolla   Altis Automatic 1.6,4750000,Toyota,69400,2018,Petrol
Corolla   GLi 1.3 VVTi,3350000,Toyota,125000,2014,Petrol
Civic EG  EX,880000,Honda,200000,1995,Petrol
Corolla   Altis 1.6,310000,Toyota,165000,2014,Petrol
Prius   G Touring Selection 1.8,39950000,Toyota,160000,2010,Hybrid
Prius   S,750000,Toyota,117000,2017,Hybrid
City   1.2L M/T,4550000,Honda,3000,2022,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,3650000,Honda,62000,2018,Petrol
LX Series   LX570,64500000,Lexus,26000,2016,Petrol
Crown   RS Advance,2500000,Toyota,21900,2018,Hybrid
Picanto   1.0 MT,25750000,KIA,52000,2021,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,6890000,Toyota,24000,2021,Petrol
City 5th Generation  Aspire Prosmatec 1.5 i-VTEC,380000,Honda,101000,2018,Petrol
Civic   Oriel 1.8 i-VTEC CVT,48750000,Honda,74000,2016,Petrol
Surf   SSR-G 3.4,68950000,Toyota,125000,2004,Petrol
Prius   S,900000,Toyota,23000,2019,Hybrid
Yaris   ATIV X CVT 1.5,580000,Toyota,1500,2023,Petrol
Move   L,370000,Daihatsu,42000,2020,Petrol
Benz E Class 4th (W212) Generation  E200,1100000,Mercedes,82000,2013,Petrol
Yaris   ATIV X CVT 1.5,5150000,Toyota,24000,2022,Petrol
Alto   VX (CNG),950000,Suzuki,200000,2011,Petrol
Corolla   Altis Automatic 1.6,44750000,Toyota,91260,2017,Petrol
Vitz   F 1.0,250000,Toyota,83000,2012,Petrol
Khyber   GA,450000,Suzuki,80000,1998,Petrol
Camry XV50  Hybrid,10300000,Toyota,110738,2014,Petrol
BR-V   i-VTEC S,420000,Honda,39000,2018,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,820000,Toyota,1500,2023,Petrol
Mehran   VXR,850000,Suzuki,225000,2012,Petrol
City 5th Generation  1.3 i-VTEC,27750000,Honda,100000,2014,Petrol
Sonata,10450000,Hyundai,81000,2006,Petrol
Corolla   Altis Automatic 1.6,5050000,Toyota,62000,2019,Petrol
Pearl   MT,13250000,Prince,13620,2022,Petrol
Alto   VXR,22250000,Suzuki,20000,2020,Petrol
Corolla   GLi 1.3 VVTi,230000,Toyota,200,2010,Petrol
Mehran   VX Euro II,1050000,Suzuki,31000,2013,Petrol
Mehran   VX Euro II Limited Edition,1330000,Suzuki,17851,2019,Petrol
Prius   S,13500000,Toyota,25000,2020,Hybrid
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,380000,Honda,221000,2014,Petrol
Sunny,80000,Nissan,53469,1993,CNG
City 5th Generation  Aspire 1.3 i-VTEC,28950000,Honda,135000,2016,Petrol
Land Cruiser,78950000,Toyota,110000,1998,Diesel
Civic   Oriel 1.8 i-VTEC CVT,6380000,Honda,51000,2020,Petrol
Corolla   GLi Automatic 1.3 VVTi,3750000,Toyota,79000,2016,Petrol
Civic   Oriel 1.8 i-VTEC CVT,5490000,Honda,95000,2018,Petrol
Mehran   VX (CNG),6350000,Suzuki,34000,2005,Petrol
Alto   VXL AGS,2870000,Suzuki,11360,2022,Petrol
Corolla   SE Saloon,17850000,Toyota,181500,2003,Petrol
Mark X   300G Premium,620000,Toyota,92000,2005,Petrol
Fit,24990000,Honda,131261,2023,Hybrid
Move   Custom X,1650000,Daihatsu,100000,2007,Petrol
Land Cruiser   ZX Gasoline 3.5L,92500000,Toyota,8000,2022,Petrol
City   1.3 i-VTEC Prosmatec,37250000,Honda,81000,2018,Petrol
Mira   X,1490000,Daihatsu,142000,2012,Petrol
Mirage   1.0 G,180000,Mitsubishi,123,2012,Petrol
Civic Eagle Eye  VTi Oriel Prosmatec 1.6,1590000,Honda,220000,2005,Petrol
Pleo,19950000,Subaru,62000,2015,Petrol
Cultus   VXR,70000,Suzuki,150000,2005,Petrol
Fit,3950000,Honda,76000,2020,Hybrid
Mira   ES,1950000,Daihatsu,85000,2011,Petrol
Lancer   GLX Automatic 1.3,2150000,Mitsubishi,190000,2008,Petrol
Wagon R   FX Limited,19250000,Suzuki,93000,2012,Petrol
Vezel   Hybrid Z,480000,Honda,110000,2013,Hybrid
Cultus   VXRi,750000,Suzuki,43082,2008,Petrol
Civic Eagle Eye  EXi,140000,Honda,145000,2005,Petrol
Vezel   Hybrid Z,5450000,Honda,90000,2015,Hybrid
Civic Eagle Eye  VTi Prosmatec 1.6,1350000,Honda,154000,2005,Petrol
Fit   X L Package,1790000,Honda,125000,2006,Petrol
Civic   Oriel 1.8 i-VTEC CVT,6250000,Honda,88000,2020,Petrol
Liana   LXi (CNG),1230000,Suzuki,292000,2007,Petrol
Yaris   ATIV X CVT 1.5,330000,Toyota,47000,2020,Petrol
Mehran   VX Euro II,1030000,Suzuki,64000,2013,Petrol
Uno,5750000,Fiat,100000,2001,Petrol
City 5th Generation  1.3 i-VTEC,23950000,Honda,160000,2012,Petrol
Mehran   VX Euro II,930000,Suzuki,37000,2013,Petrol
Corolla,210000,Toyota,100000,2010,Petrol
A5   1.4 TFSI Sportback,1700000,Audi,38000,2018,Petrol
HS   1.5 Turbo,680000,MG,36000,2021,Petrol
Vitz   F 1.0,1850000,Toyota,135000,2009,Petrol
Passo   Plus Hana C,23350000,Toyota,75000,2011,Petrol
Civic   Oriel 1.8 i-VTEC CVT,670000,Honda,37000,2021,Petrol
Civic Eagle Eye  EXi,14250000,Honda,150000,2006,Petrol
Civic   Oriel 1.8 i-VTEC CVT,5350000,Honda,100000,2019,Petrol
Corolla   Altis Grande CVT-i 1.8,55750000,Toyota,89000,2018,Petrol
Wagon R   VXR,21350000,Suzuki,100000,2019,Petrol
Prius   G Touring Selection Leather Package 1.8,3650000,Toyota,115000,2009,Hybrid
Civic   Oriel 1.8 i-VTEC CVT,65750000,Honda,48000,2020,Petrol
Cultus   VXL,340000,Suzuki,14400,2021,Petrol
City   i-DSI,1550000,Honda,180000,2005,Petrol
Tucson   AWD A/T Ultimate,9150000,Hyundai,9500,2022,Petrol
Cultus   VXR,750000,Suzuki,444,2005,Petrol
Corolla   Altis SR 1.6,350000,Toyota,135000,2014,Petrol
Corolla   Altis Automatic 1.6,47250000,Toyota,94500,2018,Petrol
Prado,300000,Toyota,120000,1992,Diesel
Wingroad,190000,Nissan,143000,2007,Petrol
Land Cruiser   ZX,5300000,Toyota,38000,2018,Petrol
Corolla   Altis X Automatic 1.6 Special Edition,630000,Toyota,16500,2022,Petrol
Civic   EXi Prosmatec,130000,Honda,170000,2004,Petrol
Civic Reborn  VTi Prosmatec 1.8 i-VTEC,250000,Honda,134000,2007,Petrol
Civic,10050000,Honda,12500,1995,Petrol
Mehran   VXR,550000,Suzuki,14000,2005,Petrol
Corolla   GLi Automatic 1.3 VVTi,450000,Toyota,37500,2018,Petrol
Mira   L SA,300000,Daihatsu,95000,2015,Petrol
Corolla   GLi Automatic 1.3 VVTi,420000,Toyota,80000,2017,Petrol
Corolla   XLi VVTi,2050000,Toyota,241000,2011,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,220000,Honda,94000,2010,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,750000,Toyota,7000,2022,Petrol
City 5th Generation  1.3 i-VTEC,2140000,Honda,96000,2010,Petrol
Corolla   Altis Automatic 1.6,470000,Toyota,60000,2017,Petrol
Alto   VXR,2170000,Suzuki,19000,2021,Petrol
Wagon R   AGS,3250000,Suzuki,25000,2022,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,350000,Honda,68600,2017,Petrol
City   1.3 i-VTEC,3370000,Honda,77000,2018,Petrol
Cultus   Limited Edition,1580000,Suzuki,107000,2016,Petrol
Fortuner   2.7 G,12700000,Toyota,12500,2020,Petrol
Airwave   ST,2380000,Honda,124000,2006,Petrol
Vitz   B Intelligent Package 1.0,23750000,Toyota,90000,2007,Petrol
Mehran   VXR Euro II,9750000,Suzuki,82140,2016,Petrol
Civic,2550000,Honda,114000,2001,Petrol
Alto   VXL AGS,2850000,Suzuki,10000,2022,Petrol
Alto   VXR,25250000,Suzuki,39000,2022,Petrol
Cultus   Limited Edition,17750000,Suzuki,12000,2016,Petrol
Alto   VXR,25750000,Suzuki,17000,2022,Petrol
Alsvin   1.5L DCT Lumiere,3890000,Changan,22600,2021,Petrol
Corolla Axio   G,360000,Toyota,193000,2013,Petrol
Mehran   VXR Euro II,120000,Suzuki,39000,2017,Petrol
City 5th Generation  1.3 i-VTEC,2230000,Honda,139000,2010,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,68750000,Toyota,49000,2021,Petrol
Civic,780000,Honda,210000,1995,Petrol
Mark X   300G,420000,Toyota,150000,2005,Petrol
S660,1650000,Honda,188520,2010,Petrol
Fit   1.5 Hybrid Base Grade,400000,Honda,50000,2020,Hybrid
Corolla   Altis X Automatic 1.6,6050000,Toyota,16000,2022,Petrol
Bolan   VX (CNG),50000,Suzuki,1,2007,Petrol
Wagon R   Hybrid FX,3350000,Suzuki,17000,2021,Hybrid
Mehran   VXR Euro II,110000,Suzuki,70000,2013,Petrol
Fit   1.5 Hybrid L Package,450000,Honda,41000,2018,Hybrid
Corolla   Altis X Automatic 1.6,5650000,Toyota,24000,2021,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,32750000,Honda,160000,2013,Petrol
Hiace   GL,510000,Toyota,170000,2012,Petrol
Note,1850000,Nissan,76000,2007,Petrol
City   1.3 i-VTEC,2230000,Honda,100000,2010,Petrol
Corolla   GLi 1.3 VVTi,340000,Toyota,87000,2017,Petrol
Mehran   VXR,40000,Suzuki,100000,2000,Petrol
Civic   1.8 i-VTEC CVT,4790000,Honda,92000,2018,Petrol
Cultus   Limited Edition,1750000,Suzuki,68200,2016,Petrol
Swift   DLX Automatic 1.3 Navigation,2630000,Suzuki,64800,2017,Petrol
Corolla   XLi Automatic,450000,Toyota,69000,2019,Petrol
EK X   Sports,3850000,Mitsubishi,6500,2020,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,74850000,Toyota,30000,2022,Petrol
Passo   Moda,43990000,Toyota,36967,2019,Petrol
Passo   X S,39250000,Toyota,15000,2018,Petrol
Corolla Axio   Hybrid 1.5,5850000,Toyota,71000,2017,Petrol
Mehran   VX,4350000,Suzuki,10000,1999,Petrol
Every Wagon   JP,32750000,Suzuki,130000,2018,Petrol
Hilux   Revo V Automatic 2.8,10600000,Toyota,70000,2020,Diesel
Swift   GL CVT,43950000,Suzuki,6000,2022,Petrol
Corolla 9th Generation  Altis Automatic 1.8,150000,Toyota,173000,2006,Petrol
Grace Hybrid   EX,4150000,Honda,119000,2014,Petrol
Cultus   VXR,70000,Suzuki,25,2007,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,6490000,Toyota,28250,2021,Petrol
Mehran   VXR Euro II,1150000,Suzuki,60000,2013,Petrol
Benz C Class,300000,Mercedes,78000,2004,Petrol
Raize   Z,550000,Toyota,34000,2022,Petrol
Corolla   Altis X Automatic 1.6,5850000,Toyota,22500,2021,Petrol
Corolla   Altis X Automatic 1.6,5750000,Toyota,39500,2021,Petrol
Lancer   GLX Automatic 1.6,1350000,Mitsubishi,200000,2005,Petrol
Santro   Club,10250000,Hyundai,1000000,2008,Petrol
Yaris   ATIV X CVT 1.5,520000,Toyota,23000,2022,Petrol
Corolla   Altis X Automatic 1.6,5850000,Toyota,20000,2021,Petrol
City   i-DSI,15850000,Honda,160000,2006,Petrol
Mira   ES,27490000,Daihatsu,103000,2017,Petrol
Santro   Club,70000,Hyundai,100000,2006,Petrol
Vitz   iLL 1.3,2380000,Toyota,245000,2007,Petrol
Corolla   Altis Cruisetronic 1.6,36850000,Toyota,145000,2012,Petrol
Fortuner   2.8 Sigma 4,15900000,Toyota,44000,2021,Diesel
Alto   ECO-S,1880000,Suzuki,120000,2009,Petrol
Civic   VTi Prosmatec 1.8 i-VTEC,36250000,Honda,117000,2015,Petrol
Wagon R   Hybrid FX,38950000,Suzuki,45616,2019,Hybrid
Wagon R   Hybrid FX,39950000,Suzuki,71281,2019,Hybrid
Corolla   GLi Automatic 1.3 VVTi,430000,Toyota,74940,2018,Petrol
Yaris   ATIV X CVT 1.5,46750000,Toyota,34000,2021,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,8150000,Toyota,6500,2023,Petrol
C-HR   G-LED,840000,Toyota,53000,2017,Hybrid
Civic   1.5 RS Turbo,840000,Honda,24036,2021,Petrol
Move   X,1950000,Daihatsu,80000,2014,Petrol
Dayz   Highway star G,3880000,Nissan,16000,2020,Hybrid
Vitz   F 1.0,250000,Toyota,302000,2002,Petrol
Corolla   Altis Automatic 1.6,49800000,Toyota,55000,2020,Petrol
Corolla,830000,Toyota,190000,1988,Petrol
Alto   ECO-S,20750000,Suzuki,85000,2014,Petrol
Corolla   GLi 1.3 VVTi,280000,Toyota,280000,2012,Petrol
Civic   VTi Oriel Automatic 1.6,1250000,Honda,200000,2000,Petrol
Wagon R   VXL,2150000,Suzuki,80000,2016,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,7240000,Toyota,23000,2022,Petrol
Wagon R   VXL,280000,Suzuki,54000,2021,Petrol
Corolla   Altis Grande CVT-i 1.8,54940000,Toyota,76400,2019,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,2850000,Honda,122000,2011,Petrol
